Title,Author,Edition,date,Reviews 1,Ratings 1 1,Genre,BookCategory,Price
How Do You Like Me Now?: the book everyone's talking about,Holly Bourne,Hardcover,14 Jun 2018,3,1,Romance (Books),Romance,309
Only Love is Real: The Story of Soulmates Reunited,Brian Weiss,Paperback,27 Feb 1997,4.5,72,Reincarnation,Romance,250
Target 3 Billion: Innovative Solutions Towards Sustainable Development,APJ Abdul Kalam,Paperback,16 Dec 2011,4.8,51,Public Policy,Politics,259
Written in My Own Heart's Blood: A Novel (Outlander),Diana Gabaldon,Paperback,2 Jun 2015,5,1,Romance (Books),Romance,1074
Letters from a Father to his Daughter,Jawaharlal Nehru,Hardcover,2016,4.3,161,Children's Reference (Books),"Biographies, Diaries & True Accounts",322
"Shoot Like Spielberg: The Visual Secrets of Action, Wonder and Emotional Adventure",Christopher Kenworthy,Paperback,13 Nov 2015,5,3,Film & Television,"Arts, Film & Photography",768
Around the World in Eighty Days (Collins Classics),Jules Verne,Paperback,1 Apr 2010,4.6,135,Action & Adventure (Books),Action & Adventure,120
Book of Humour,Ruskin Bond,Paperback,14 Feb 2008,4.3,26,Indian Writing (Books),Humour,205
Insider,R.V. Raman,Paperback,7 Jun 2016,4.6,41,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",338
What We Talk About When We Talk About Love: Stories (Vintage Contemporaries),Raymond Carver,Paperback,18 Jun 1989,5,1,Anthologies (Books),Humour,723
Art of Sin City,Frank Miller,Paperback,15 Jul 2014,3,1,Design,"Arts, Film & Photography",1499
How to Memorize Anything: The Ultimate Handbook to Enlighten and Improve Your Memory,Aditi Singhal,Paperback,9 Mar 2015,4.5,156,Personal Development & Self-Help (Books),"Biographies, Diaries & True Accounts",171
The Brand Custodian: My Years with the Tatas,Mukund Rajan,Hardcover,21 Feb 2019,4.3,15,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",372
A Work in Progress: A Memoir,Connor Franta,Paperback,21 Apr 2015,4.7,77,Biographies & Autobiographies (Books),Humour,369
Autobiography of a Yogi,Paramhansa Yogananda,Paperback,1 Dec 2017,4.6,"1,416",Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",73
Happy City: Transforming Our Lives Through Urban Design,Charles Montgomery,Paperback,5 Feb 2015,4.5,4,Public Policy,Action & Adventure,783
Surrender to the Highlander (Highland Brides),Lynsay Sands,Mass Market Paperback,"Import, 30 Jan 2018",5,1,Romance (Books),Romance,259
Bridgman's Complete Guide to Drawing from Life,George B. Bridgman,Paperback,"Import, 30 Nov 2017",4.2,3,"Arts History, Theory & Criticism (Books)","Arts, Film & Photography",1268
Dork Diaries: Once Upon a Dork,Rachel Renee Russell,Paperback,"Import, 30 Jul 2015",4.7,49,Action & Adventure (Books),Action & Adventure,187
"Sword Art Online Progressive, Vol. 1 (Novel)",Reki Kawahara,Paperback,24 Mar 2015,4.6,3,Mangas,Comics & Mangas,677
Tom Clancy's True Faith and Allegiance: INSPIRATION FOR THE THRILLING AMAZON PRIME SERIES JACK RYAN,Mark Greaney,Paperback,"Import, 5 Oct 2017",4.5,4,Action & Adventure (Books),Action & Adventure,266
Fear,Dirk Kurbjuweit,Paperback,6 Sep 2018,4.5,2,True Accounts (Books),"Crime, Thriller & Mystery",344
Men Without Women: Stories,Haruki Murakami,Paperback,"Import, 27 Sep 2018",4.1,93,Action & Adventure (Books),Action & Adventure,304
Folktales of Africa (Tinkle),Luis Fernandes,Paperback,2010,3.3,7,Comics & Graphic Novels (Books),Comics & Mangas,82
The Value of Everything,Mariana Mazzucato,Paperback,23 Apr 2018,5,3,Economic Theory,Politics,434
Pharaoh,Wilbur Smith,Paperback,27 Sep 2016,3.5,27,Action & Adventure (Books),"Crime, Thriller & Mystery",248
A Brush with Indian Art: From Cave to Contemporary Paintings,Mamta Nainy,Paperback,"Import, 23 Mar 2018",3,1,"Arts History, Theory & Criticism (Books)","Arts, Film & Photography",153
The Confession,John Grisham,Paperback,26 May 2011,3.8,23,Action & Adventure (Books),Action & Adventure,203
Hit Refresh: The Quest to Rediscover Microsoft’s Soul and Imagine a Better Future for Everyone,Satya Nadella,Hardcover,26 Sep 2017,4.5,221,Industries & Business Sectors (Books),"Computing, Internet & Digital Media",335
Zen in the Martial Arts,Joe Hyams,Mass Market Paperback,1 Jun 1982,4.8,5,Martial Arts (Books),Sports,455
"One Piece: East Blue 7-8-9, Vol. 3 (Omnibus Edition) (One Piece (Omnibus Edition))",Eiichiro Oda,Paperback,2 Mar 2010,5,2,Mangas,Comics & Mangas,702
Prepositions,Terry O' Brien,Paperback,1 Jul 2011,3.3,36,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",69
Congo,Michael Crichton,Paperback,6 Jul 1995,4.6,3,Action & Adventure (Books),"Crime, Thriller & Mystery",296
A Soldier’s Diary: Kargil the Inside Story,"Harinder Baweja, GL Batra",Paperback,25 Jul 2018,4.8,6,True Accounts (Books),"Biographies, Diaries & True Accounts",334
Atlas Shrugged (Penguin Modern Classics),Ayn Rand,Paperback,1 Feb 2007,3.9,154,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",399
Moab Is My Washpot,Stephen Fry,Paperback,5 Aug 2004,4,3,Industries & Business Sectors (Books),Humour,135
RRB NTPC ( Non Technical Popular Categories) Preliminary Exam Books in English,V.V.K.Subburaj,Paperback,2013,3.4,8,Action & Adventure (Books),Action & Adventure,428
Cambridge Advanced Learners Dictionary (CD-ROM),Cup,Paperback,2014,4.4,74,Dictionaries,"Language, Linguistics & Writing",659
"Omnibus 1: Asterix the Gaul, Asterix and the Golden Sickle, Asterix and the Goths",Albert Uderzo,Paperback,7 Jul 2011,4.6,20,Mangas,Comics & Mangas,678
Learn to Speak and Write Korean,Mishra Ravikesh,Paperback,30 Jun 2011,3.3,10,Language & Linguistics,"Language, Linguistics & Writing",320
Oxford Paperback Thesaurus,Oxford Dictionaries,Paperback,30 Aug 2012,4.2,49,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",363
The Seventh Plague (Sigma Force Novels),James Rollins,Paperback,4 Jan 2017,4.2,14,Action & Adventure (Books),Action & Adventure,319
Season of Migration to the North (New York Review Books Classics),Tayeb Salih,Paperback,14 Apr 2009,4.1,2,World African & Middle Eastern Literature,Humour,793
The Body in the Library (Miss Marple),Agatha Christie,Paperback,5 Oct 2017,4.4,24,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",228
"India: Contemporary Design: Fashion, Graphics, Interiors",Divia Patel,Hardcover,"Illustrated, 24 Sep 2014",5,2,Design,"Arts, Film & Photography",1196
Atank Se Samjhauta,Dr. Praveen Tiwari,Paperback,18 Mar 2019,5,7,Action & Adventure (Books),Action & Adventure,258
The Firm,John Grisham,Paperback,"Special Edition, 29 Sep 2016",4.1,35,Contemporary Fiction (Books),"Crime, Thriller & Mystery",319
Jose Mourinho: The Art of Winning,Andrew J. Kirby,Paperback,19 Aug 2016,5,1,Soccer (Books),Sports,734
A Knight of the Seven Kingdoms (Song of Ice & Fire Prequel),George R.R. Martin,Paperback,1 Jun 2017,4.6,45,Action & Adventure (Books),Action & Adventure,395
"Alfred's Basic Adult All-in-One Course: Lesson, Theory, Technic (Alfred's Basic Adult Piano Course)",Willard A. Palmer,Plastic Comb,"DVD, NTSC",3.9,6,Music Books,"Arts, Film & Photography",1453
Jeetnay Ke Raaste (The Winning Way),Anita Bhogle,Paperback,15 Nov 2012,4.4,3,Cricket (Books),Sports,97
Pele: The Autobiography,Pelé,Paperback,8 May 2007,4.6,11,Biographies & Autobiographies (Books),Sports,378.91
The Narrows (Harry Bosch Series),Michael Connelly,Paperback,12 Mar 2015,4.4,7,Action & Adventure (Books),"Crime, Thriller & Mystery",259
Hour Game (King and Maxwell),David Baldacci,Paperback,7 Nov 2013,4.3,13,Action & Adventure (Books),Action & Adventure,299
Brighter Grammar 4,C.E Eckersley,Paperback,1 Jan 1987,4.5,5,Grammar (Books),"Language, Linguistics & Writing",88
Whirlwind: The Sixth Novel of the Asian Saga,James Clavell,Paperback,2 Dec 1999,5,1,Action & Adventure (Books),"Crime, Thriller & Mystery",375
Red Rackham's Treasure (Tintin),Herge,Paperback,1 Jan 2013,4.6,41,Comics & Mangas (Books),"Arts, Film & Photography",304
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,Hardcover,24 Dec 2018,5,2,Comics & Mangas (Books),Comics & Mangas,541
Know Your English - Vol 1,Upendran S.,Paperback,2011,3.9,20,Short Stories (Books),"Language, Linguistics & Writing",380
Naruto 02,Masashi Kishimoto,Paperback,19 Nov 2003,4.7,8,Mangas,Comics & Mangas,489
"One-Punch Man, Vol. 10",ONE,Paperback,3 Jan 2017,4.5,2,Mangas,Comics & Mangas,354
A Gift of Goddess Lakshmi,Jhimli Mukherjee Pandey,Paperback,10 Feb 2017,5,10,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",205
Plants vs. Zombies Volume 1: Lawnmageddon,Paul Tobin,Hardcover,19 Nov 2013,4.2,4,Comics & Mangas (Books),Comics & Mangas,449
The Pillars of the Earth (The Kingsbridge Novels),Ken Follett,Paperback,4 Oct 2017,4.4,39,Action & Adventure (Books),Action & Adventure,415
One-Punch Man - Vol. 6,One,Paperback,3 May 2016,5,1,Mangas,Comics & Mangas,497
Little Black Classics Box Set (Penguin Little Black Classics),Various,Paperback,24 Nov 2015,4,27,Asian Literature,"Biographies, Diaries & True Accounts",2742
"39 Steps, The (Classics Illustrated)",John Buchan,Paperback,15 Sep 2015,3,1,Action & Adventure (Books),Comics & Mangas,467
The Twice-born,Aatish Taseer,Hardcover,"Import, 26 Oct 2018",2.9,11,Essays (Books),"Biographies, Diaries & True Accounts",373
Football Against the Enemy,Simon Kuper,Paperback,6 Nov 2003,3,3,Travel (Books),Sports,706
Tales From The Hills: Lahaul's Enduring Myths and Legends,MANOHAR SINGH GILL,Paperback,17 Oct 2014,4.6,3,Short Stories (Books),"Crime, Thriller & Mystery",233.22
The Right to Write: An Invitation and Initiation into the Writing Life,Julia Cameron,Paperback,"Import, 5 Dec 2017",5,1,Writing Guides (Books),"Language, Linguistics & Writing",1009
English Conversation Practice,Grant Taylor,Paperback,5 Apr 2001,4.1,240,TOEFL,"Computing, Internet & Digital Media",159
Throne of Glass,Sarah J. Maas,Paperback,7 May 2013,4.4,50,Children's Adventure (Books),Romance,773
"I, Steve - Steve Jobs In His Own Words",George Beahm,Paperback,4 Nov 2011,3.7,62,American Literature,"Biographies, Diaries & True Accounts",139
Rules in Practice 2017–2020,Bryan Willis,Paperback,"Import, 20 Dec 2016",5,1,Sports Training & Coaching (Books),Sports,1203
Data Structures and Algorithms for GATE: Solutions to All Previous GATE Questions Since 1991,Narasimha Karumanchi,Paperback,"Bargain Price, 29 Dec 2011",4.1,55,GATE Exams,"Computing, Internet & Digital Media",259
Collected Stories - Vol. 1,Shashi Deshpande,Paperback,24 Feb 2003,3.4,4,Indian Writing (Books),"Biographies, Diaries & True Accounts",228
Micro,Michael Crichton,Paperback,"Import, 12 Apr 2012",3.5,9,Action & Adventure (Books),Action & Adventure,375
Ladybird Readers Level 6 Black Beauty,Ladybird,Paperback,"Import, 21 Aug 2018",2,2,Language Learning & Teaching (Books),"Language, Linguistics & Writing",113
Python Tricks: A Buffet of Awesome Python Features,Dan Bader,Paperback,"Import, 25 Oct 2017",4.5,55,Programming Languages (Books),"Computing, Internet & Digital Media",480
Runner’s World Race Everything: How to Conquer Any Race at Any Distance in Any Environment and Have Fun Doing It,Bart Yasso,Paperback,10 Oct 2017,4,1,Healthy Living & Wellness (Books),Sports,1038
Bruce Lee Striking Thoughts: Bruce Lee's Wisdom for Daily Living (Bruce Lee Library),Bruce Lee,Paperback,15 Jun 2002,4.5,19,Martial Arts (Books),Sports,690
"Multimedia: Computing Communications & Applications, 1e",Steinmetz,Paperback,2002,3.3,3,"Computing, Internet & Digital Media (Books)","Computing, Internet & Digital Media",299
Blood Red River,Rohit Prasad,Paperback,15 Jun 2016,4.6,5,Political Ideologies (Books),Politics,245
A History of the Jana Natya Manch: Plays for the People,Arjun Ghosh,Hardcover,2 Feb 2012,4.5,2,Theater,"Arts, Film & Photography",425
The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,Paperback,"Deckle Edge, 4 Mar 2002",5,2,"Mind, Body & Spirit (Books)","Arts, Film & Photography",324
The Symposium (Penguin Classics),Plato,Paperback,29 Apr 2003,4,4,Essays (Books),Humour,239
Draupadi,Saiswaroopa Iyer,Paperback,20 Jan 2019,4.7,17,Society & Culture (Books),"Language, Linguistics & Writing",242
The Rise and Fall of the Dinosaurs: The Untold Story of a Lost World (My First Touch and Find),Steve Brusatte,Paperback,3 May 2018,4.6,7,Earth Sciences Textbooks,"Biographies, Diaries & True Accounts",580
No Shortcuts to the Top: Climbing the World's 14 Highest Peaks,Ed Viesturs,Paperback,27 Nov 2007,4.3,26,Climbing & Mountaineering (Books),"Biographies, Diaries & True Accounts",420.44
Last Hours on Everest: The Gripping Story of Mallory and Irvine's fatal Ascent,Graham Hoyland,Paperback,26 May 2014,4.3,4,Biographies & Autobiographies (Books),Sports,469
Bones of the Hills (Conqueror),Conn Iggulden,Paperback,8 Jul 2010,4.7,7,Action & Adventure (Books),Action & Adventure,359
House of Spies,Daniel Silva,Paperback,6 Aug 2017,4.3,37,Action & Adventure (Books),Action & Adventure,225
"An Ember in the Ashes (Ember Quartet, Book 1)",Sabaa Tahir,Paperback,"Import, 12 Jul 2018",4.3,48,Action & Adventure (Books),Romance,407.5
3000 Idioms and Phrases (English Improvement for Success),Sam Phillips,Paperback,25 Apr 2019,3.9,15,Language Learning & Teaching (Books),"Language, Linguistics & Writing",125
OBJECTIVE Computer Awareness,R. Pillai,Paperback,19 Oct 2014,4.1,404,"Computing, Internet & Digital Media (Books)","Computing, Internet & Digital Media",79
The Decameron (Signet Classics (Paperback)),Giovanni Boccaccio,Mass Market Paperback,7 Dec 2010,5,2,Anthologies (Books),Humour,319
Comics for a Strange World: A Book of Poorly Drawn Lines,Reza Farazmand,Paperback,24 Oct 2017,5,1,Comics & Graphic Novels (Books),Comics & Mangas,798.44
Once Upon A Curfew,Srishti Chaudhary,Paperback,18 Apr 2019,3.7,8,Romance (Books),Romance,178
"Endure: Mind, Body and the Curiously Elastic Limits of Human Performance",Alex Hutchinson,Paperback,26 Feb 2018,4.4,8,Sports Training & Coaching (Books),Sports,443
Photographer's Playbook: Over 307 Assignments and Ideas,Jason Fulford,Paperback,23 Jun 2014,5,1,Photography Textbooks,"Arts, Film & Photography",1416
A Pale View of Hills,Kazuo Ishiguro,Paperback,25 May 2010,2.5,3,Action & Adventure (Books),Action & Adventure,399.14
The Essays (Penguin Classics),Francis Bacon,Paperback,7 Jan 1986,3.8,3,Essays (Books),Humour,310
The Summer Bride (A Chance Sisters Romance),Anne Gracie,Mass Market Paperback,5 Jul 2016,4,1,Romance (Books),Romance,161
Friday's Child,Georgette Heyer,Paperback,1 Jun 2013,4.8,7,Contemporary Fiction (Books),Romance,399
Who Says Elephants Can’t Dance?: How I Turned Around IBM,Louis Gerstner,Paperback,4 Aug 2003,4.2,29,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",240.93
The Day I Stopped Drinking Milk: Life Stories from Here and There,Sudha Murty,Paperback,31 Jul 2012,4.2,245,Short Stories (Books),"Biographies, Diaries & True Accounts",155
Data Structures & Algorithms Interview Questions You'll Most Likely Be Asked: 6 (Job Interview Questions),Vibrant Publishers,Paperback,1 May 2017,4.2,11,Programming Algorithms,"Computing, Internet & Digital Media",599
KP: The Autobiography,Kevin Pietersen,Paperback,9 Dec 2014,4.1,35,Biographies & Autobiographies (Books),Sports,375
Seabiscuit: The True Story of Three Men and a Racehorse,Laura Hillenbrand,Paperback,28 Dec 2014,4.5,8,Horse Racing (Books),Sports,450
A Dance with Dragons: Dreams and Dust,George R.R. Martin,Paperback,15 Mar 2012,4.1,37,Action & Adventure (Books),"Crime, Thriller & Mystery",309
India Quiz,Agarwal A.N.,Paperback,8 Jan 1990,4,5,Games & Quizzes (Books),Sports,140
F2 World of Football: How to Play Like a Pro (Skills Book 1),F2 Freestylers,Paperback,20 Oct 2016,4.4,5,Sports Training & Coaching (Books),Sports,1280
Making Friends,Andrew Matthews,Paperback,"Import, 19 Jun 1991",1,1,Family & Relationships (Books),Humour,3951.07
Surya Namaskar,Satyananda Saraswati,Paperback,21 Feb 2009,4.5,45,Martial Arts (Books),Sports,158
The Rise of Nine: Book 3 (The Lorien Legacies),Pittacus Lore,Mass Market Paperback,25 Jul 2013,4.5,5,Children's Crime & Thriller (Books),"Crime, Thriller & Mystery",399
Emperor Chandragupta,Adity Kay,Paperback,25 Oct 2016,3.5,14,Action & Adventure (Books),Action & Adventure,220
Sikkim - Dawn of Democracy: The Truth Behind The Merger With India,GBS Sidhu,Hardcover,29 Oct 2018,4.2,6,Government (Books),Politics,366
Charlie and the Great Glass Elevator (Dahl Fiction),Roald Dahl,Paperback,26 Apr 2016,4.5,62,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",319
Less: Winner of the Pulitzer Prize for Fiction 2018,Andrew Sean Greer,Paperback,15 Jun 2018,4,35,Romance (Books),Romance,408
Out of the Dark (An Orphan X Thriller),Gregg Hurwitz,Paperback,25 Feb 2019,5,2,Action & Adventure (Books),Action & Adventure,449
Practical Workflow for SAP,Jocelyn Dart,Hardcover,2014,3.9,9,Software & Business Applications (Books),"Computing, Internet & Digital Media",2275
Essential Words for the GRE (Barron's Essential Words for the GRE),Philip Geer Ed.M.,Paperback,1 Jun 2016,5,3,Vocabulary Books,"Language, Linguistics & Writing",808
"Supreme Whispers: Supreme Court Judges, 1980-90",Abhinav Chandrachud,Hardcover,30 May 2018,4.6,10,"Arts History, Theory & Criticism (Books)","Arts, Film & Photography",350
Ripley's Believe It or Not! 2018 (Annuals 2018),Ripley,Hardcover,"Import, 7 Sep 2017",5,1,Games & Quizzes (Books),Humour,1499
"Complete Sanskrit: A Comprehensive Guide to Reading and Understanding Sanskrit, with Original Texts: (Book only) Learn to read, write, speak and understand a new language with Teach Yourself",Michael Coulson,Paperback,25 Jun 2010,3,22,Linguistics (Books),"Language, Linguistics & Writing",270
Invisible Emmie,Terri Libenson,Paperback,"Import, 4 May 2017",3,2,Comics & Mangas (Books),Comics & Mangas,311
Globalization and Its Discontents Revisited: Anti-Globalization in the Era of Trump,Joseph Stiglitz,Paperback,"Import, 28 Nov 2017",3.7,26,Economics Books,Politics,295
